TOPIC,SUB_TOPIC
shinytoo,hair soft shinytoo
wannna,wannna say big
be,"past one be, one be bhringraj, be bhringraj hair"
oilt,"hair oilt helped, oilt helped growing, bhringraj hair oilt"
bitkeeps,"breakout reduced bitkeeps, bitkeeps skin squeky, reduced bitkeeps skin"
squeky,"skin squeky clean, squeky clean combo, bitkeeps skin squeky"
worriedbut,"marksshe worried worriedbut, worried worriedbut using, worriedbut using monththe"
marksshe,"acne marksshe worried, acne acne marksshe, marksshe worried worriedbut"
monththe,"monththe acne breakout, using monththe acne, worriedbut using monththe"
dfntly,"cream dfntly going, hand cream dfntly, dfntly going repurchase"
smthng,"eat smthng applied, effect eat smthng, smthng applied hand"
beginner,"soon beginner makeup, launch soon beginner, beginner makeup kit"
sharpness,"sharpness boldness kajal, daughter love sharpness, love sharpness boldness"
boldness,"sharpness boldness kajal, boldness kajal pencil, love sharpness boldness"
mamaeaerth,"mamaeaerth new makeup, beauty filled mamaeaerth, filled mamaeaerth new"
mascara,"waiting mascara launch, mascara launch soon, range waiting mascara"
affordability,"safety affordability beauty, affordability beauty filled, mixture safety affordability"
therethis,"therethis product easy, use therethis product, direction use therethis"
yeh,"yeh range mahine, maine yeh range, ki yeh sare, kiu ki yeh, yeh sare natural"
combimg,"combimg hair daily, workingi stopped combimg, stopped combimg hair"
workingi,"workingi stopped combimg, nothing workingi stopped, stressand nothing workingi"
rightbut,"rightbut shampoo helped, solution rightbut shampoo, fallbut solution rightbut"
stressand,"migrane bcz stressand, bcz stressand nothing, stressand nothing workingi"
migrane,"migrane bcz stressand, giving migrane bcz, fall giving migrane"
goodkeeps,"stopped hairfall goodkeeps, hairfall goodkeeps shiny, goodkeeps shiny soft"
bodyi,"good bodyi want, feel good bodyi, bodyi want perfect"
itgot,"itgot itand packaging, ordered itgot itand, try ordered itgot"
lotionsso,"diff kind lotionsso, kind lotionsso literally, lotionsso literally reading"
likei,"lotion likei obsessed, body lotion likei, likei obsessed diff"
lotiongonna,"body lotiongonna use, perfect body lotiongonna"
passhahahbut,"time passhahahbut suddenly, review time passhahahbut, passhahahbut suddenly wanted"
rashesquite,"use got rashesquite, got rashesquite useful, rashesquite useful humid"
directed,"powder directed used, directed used wearing, dusting powder directed"
producttry,"producttry tested creami, amazing producttry tested, really amazing producttry"
worrymamaearth,"worrymamaearth mamararth milky, dont worrymamaearth mamararth, problem dont worrymamaearth"
issuesdecent,"facing hair issuesdecent, hair issuesdecent pricing, issuesdecent pricing best"
shampoomy,"oil shampoomy hair, onion oil shampoomy, shampoomy hair changed"
thisthey,"thisthey healthy softand, alot using thisthey, using thisthey healthy"
peoplebcz,"something recommend peoplebcz, peoplebcz product blessing, recommend peoplebcz product"
funny,"funny comment meand, fed hearing funny, hearing funny comment"
yearwas,"yearwas fed hearing, first yearwas fed, identity first yearwas"
solvedvery,"problem got solvedvery, got solvedvery gentle, solvedvery gentle texture"
identity,"brittle hair identity, hair identity first, identity first yearwas"
toxinsdoesnt,"free type toxinsdoesnt, toxinsdoesnt react badlyit, type toxinsdoesnt react"
osmsuits,"time nowit osmsuits, osmsuits hair typeand, nowit osmsuits hair"
badlyit,"badlyit helped dandruff, toxinsdoesnt react badlyit, react badlyit helped"
issueseven,"hairfall issueseven hair, dandruff hairfall issueseven, issueseven hair growth"
typeand,"hair typeand made, osmsuits hair typeand, typeand made hair"
reviewsusing,"genuine reading reviewsusing, reviewsusing last week, reading reviewsusing last"
visiblebut,"yes result visiblebut, visiblebut take time, result visiblebut take"
evidently,"result evidently like, evidently like hair, see result evidently"
fitness,fitness freak husband
freak,"freak husband bought, fitness freak husband"
extensively,smell used extensively
speed,"speed spared mosquito, evening even speed, even speed spared"
timewhen,"long timewhen buying, moisturized long timewhen, timewhen buying thinking"
healthyskin,"skin healthyskin feel, made skin healthyskin, healthyskin feel tighter"
megave,"great deal megave, megave natural glow, deal megave natural"
nowabsorbs,"nowabsorbs quickly keep, healthy nowabsorbs quickly, tighter healthy nowabsorbs"
tryvery,"give product tryvery, product tryvery nice, tryvery nice one"
skinaging,"also help skinaging, help skinaging product, skinaging product become"
likehave,"getting result likehave, likehave find use, result likehave find"
easymamaearth,"direction easymamaearth skin, reading direction easymamaearth, easymamaearth skin correct"
timeconsuming,"removal really timeconsuming, timeconsuming process ordered, really timeconsuming process"
tbe,"say made tbe, tbe right choice, made tbe right"
rn,"rn happy came, hairfall order rn, order rn happy"
fourstar,"stretch mark fourstar, fourstar rating ive, mark fourstar rating"
meacne,"meacne started reducingand, time worked meacne, worked meacne started"
improvingmy,"acne skin improvingmy, skin improvingmy face, improvingmy face painingbcz"
washcuz,"mamaearth face washcuz, face washcuz literally, washcuz literally going"
reducingand,"meacne started reducingand, started reducingand scar, reducingand scar fading"
dayit,"day dayit also, fading day dayit, dayit also provides"
basisi,"daily basisi changed, pimple daily basisi, basisi changed many"
painingbcz,"painingbcz new pimple, face painingbcz new, improvingmy face painingbcz"
momexpected,"momexpected woman try, new momexpected woman, side new momexpected"
waterresistant,"need waterresistant suchi, stuff need waterresistant, waterresistant suchi strongly"
suchi,"suchi strongly advise, need waterresistant suchi, waterresistant suchi strongly"
gurgaon,"regularly office gurgaon, gurgaon take around, office gurgaon take"
itsmoothens,"using addicted itsmoothens, itsmoothens skin whole, addicted itsmoothens skin"
skinthere,"skinthere come lot, dry skinthere come"
compliementsheheheh,everybody give compliementsheheheh
weighing,"weighing 46 kg, baby weighing 46, size baby weighing"
kg,"weighing 46 kg, 46 kg soft, kg soft breathable"
eyesthis,"review happiness eyesthis, eyesthis really worked, happiness eyesthis really"
creram,"bye blemish creram, blemish creram review, creram review happiness"
nicelyafter,"absorbs nicelyafter thatmamaearth, moisturizer absorbs nicelyafter, nicelyafter thatmamaearth face"
herethis,"true herethis greatcucumber, review true herethis, herethis greatcucumber ingredient"
routinecuz,"thing skincare routinecuz, skincare routinecuz give, routinecuz give freshness"
thatmamaearth,"absorbs nicelyafter thatmamaearth, thatmamaearth face toner, nicelyafter thatmamaearth face"
torefreshes,"hooked torefreshes skin, torefreshes skin throughout, soemthing hooked torefreshes"
thismust,"enough thismust try, get enough thismust"
greatcucumber,"true herethis greatcucumber, greatcucumber ingredient toner, herethis greatcucumber ingredient"
softlooks,"became smooth softlooks, smooth softlooks shinier, softlooks shinier bitand"
typeit,"hair typeit becomes, rough hair typeit, typeit becomes nest"
conditionerhair,"started using conditionerhair, conditionerhair became smooth, using conditionerhair became"
smoothso,"smoothso started using, make look smoothso, look smoothso started"
useheat,"washso need useheat, need useheat make, useheat make look"
netizens,"smart netizens know, know smart netizens, netizens know benefit"
breakoutsperfect,"reduced acne breakoutsperfect, acne breakoutsperfect skin, breakoutsperfect skin type"
routinuekeeps,"routinuekeeps skin texture, skin care routinuekeeps, care routinuekeeps skin"
lifesaverabout,"thisand turned lifesaverabout, turned lifesaverabout 80, lifesaverabout 80 dandruff"
virtually,"tried virtually everythingbut, virtually everythingbut nothing, year tried virtually"
wowim,"two application wowim, wowim going use, application wowim going"
workedthen,"everythingbut nothing workedthen, workedthen tried thisand, nothing workedthen tried"
incredib,"know incredib le, let know incredib, incredib le prodcuts"
coolit,"coolit made process, come applicator coolit, applicator coolit made"
arei,"prodcuts arei use, arei use mostly, le prodcuts arei"
listlike,"listlike cant get, fav listlike cant, come fav listlike"
prodcuts,"prodcuts arei use, incredib le prodcuts, le prodcuts arei"
onionthe,"smell like onionthe, like onionthe fragrance, onionthe fragrance good"
indelible,"indelible impression help, result left indelible, left indelible impression"
thishappy,"mamaearth making thishappy, making thishappy result"
transplant,"transplant glad tried, hair transplant glad, avoid hair transplant"
saslic,"removal saslic face, acne removal saslic, saslic face wash"
visiblelike,"long nowdifference visiblelike, visiblelike face glowsthat, nowdifference visiblelike face"
glowsthat,"glowsthat seriously glowsmy, visiblelike face glowsthat, face glowsthat seriously"
mehow,"asks mehow skin, mehow skin glowing, freinds asks mehow"
nowadaysit,"skin glowing nowadaysit, nowadaysit really make, glowing nowadaysit really"
glowsmy,"glowsthat seriously glowsmy, glowsmy freinds asks, seriously glowsmy freinds"
heartlike,"got heartlike much, heartlike much natural, india got heartlike"
nowdifference,"long nowdifference visiblelike, priceapplying long nowdifference, nowdifference visiblelike face"
priceapplying,"priceapplying long nowdifference, affordable priceapplying long, goodness affordable priceapplying"
hardest,"consistent hardest part, hardest part skincare, wished consistent hardest"
dandraff,"dandraff best hair, star working dandraff, working dandraff best"
enought,"enought another big, hair problem enought, problem enought another"
fantabulously,"job fantabulously also, fantabulously also would, brush job fantabulously"
setting,"setting perfect eyeliner, really help setting, help setting perfect"
nowadding,"nowadding another bottle, last month nowadding, month nowadding another"
skinhave,"good suit skinhave, suit skinhave combination, skinhave combination oilydry"
gal,"gal wanted use, routine type gal, type gal wanted"
andthis,"skin andthis absorbs, andthis absorbs perfectly, oilydry skin andthis"
yesyou,"skinsmells good yesyou, yesyou give try, good yesyou give"
oilydry,"oilydry skin andthis, combination oilydry skin, skinhave combination oilydry"
fituberyoutube,"earth adv fituberyoutube, adv fituberyoutube one, fituberyoutube one month"
durable,"bottle definitely durable, definitely durable ive, durable ive used"
babyits,"ordered oh babyits, oh babyits mild, babyits mild gentle"
shdnt,"ideally shdnt scrub, brand ideally shdnt, shdnt scrub often"
toloved,"work want toloved, want toloved vvv, toloved vvv good"
ideally,"ideally shdnt scrub, brand ideally shdnt, love brand ideally"
rampd,"done rampd buying, rampd buying single, needtypeissue done rampd"
resultusing,"resultusing tea tree, got best resultusing, best resultusing tea"
needtypeissue,"accordingly needtypeissue done, product accordingly needtypeissue, needtypeissue done rampd"
spur,"soap spur moment, spur moment pretty, bathing soap spur"
gazal,"gazal mam product, thank gazal mam, hai thank gazal"
jaa,"jaa rahe vo, se nahi jaa, nahi jaa rahe"
aene,"haii aene prone, pasand haii aene, aene prone skin"
gyi,sundar ho gyi
haii,"jyada pasand haii, haii aene prone, pasand haii aene"
melasma,"melasma pigmentation also, lot melasma pigmentation, away lot melasma"
thumbsup,"bug thumbsup side, thatso bug thumbsup"
frizzfreenice,"frizzfreenice product first, bit soft frizzfreenice, soft frizzfreenice product"
onlycuz,"mamaearth onlycuz worth, one mamaearth onlycuz, onlycuz worth itmy"
bug,"bug thumbsup side, worried thatso bug, thatso bug thumbsup"
hesistatedbut,"iti bit hesistatedbut, bit hesistatedbut use, hesistatedbut use shampoo"
locking,"bottle locking system, drawback bottle locking, locking system need"
oly,"need reapply oly, reapply oly drawback, oly drawback bottle"
synthesis,"synthesis make hair, keratin synthesis make, boost keratin synthesis"
fabbb,"hair really fabbb, really fabbb hair, fabbb hair bhringraj"
sabhi,"mamarearth ke sabhi, ke sabhi product, sabhi product mujhe"
chahe,"sare product chahe, product chahe wo, chahe wo mummy"
defined,"shampoo defined hair, oil shampoo defined, defined hair color"
14yearold,"14yearold son mamaearth, bought 14yearold son"
jojobaba,"almond jojobaba present, jojobaba present oil, sesame almond jojobaba"
dandruffim,"itchinessno dandruffim enjoying, dandruffim enjoying face, improvedno itchinessno dandruffim"
improvedno,"health improvedno itchinessno, scalp health improvedno, improvedno itchinessno dandruffim"
perspiration,"get greasy perspiration, greasy perspiration ill, perspiration ill purchase"
wll,"wll help acne, regularly trust wll, trust wll help"
planner,"planner regular work, event planner regular"
notcuz,"notcuz case week, work notcuz case, wash work notcuz"
estimate,"give estimate salicylic, estimate salicylic acid, product give estimate"
cleansera,"salicylic acid cleansera, cleansera formula prevent, acid cleansera formula"
affordableif,"serum price affordableif, price affordableif never, affordableif never used"
serumjust,"hair serumjust check, mamaearth hair serumjust, serumjust check product"
settlement,"settlement keep skin, easy settlement keep, offer easy settlement"
assurance,"tanning top assurance, assurance brand mineralbased, top assurance brand"
tanglefree,"smooth tanglefree love, hair smooth tanglefree, tanglefree love shine"
china,"china long hair, woman japan china, japan china long"
japan,"woman japan china, japan china long, reason woman japan"
proofit,"rash leak proofit, proofit free latex, leak proofit free"
aside,"spot face aside, face aside mamaearth, aside mamaearth ubtan"
strawberyy,"helpful mei strawberyy, mei strawberyy skin, strawberyy skin legsbcz"
razorbut,"razorbut using scrubit, using razorbut using, legsbcz using razorbut"
cuzpeople,"honest cuzpeople trust, cuzpeople trust reviewsso, always honest cuzpeople"
nowsuch,"looking good nowsuch, nowsuch blessing mamaearth, good nowsuch blessing"
legsbcz,"skin legsbcz using, strawberyy skin legsbcz, legsbcz using razorbut"
honestlythat,"gonna tell honestlythat, honestlythat scrub helpful, tell honestlythat scrub"
inexpensiveaddicted,scrub price inexpensiveaddicted
stretchable,"size issue stretchable, issue stretchable giving, stretchable giving rash"
defy,"baby pant defy, pant defy issue, defy issue travel"
instatntly,"smooth instatntly cant, felt smooth instatntly, instatntly cant even"
gentally,"skin gentally totaly, abosrb skin gentally, gentally totaly paisa"
vasol,"totaly paisa vasol, vasol product best, paisa vasol product"
absord,"absord skin glow, time easly absord, easly absord skin"
abosrb,"anything abosrb skin, abosrb skin gentally, apply anything abosrb"
एव,"एव रषमकत बनत, कश मजबत एव, मजबत एव रषमकत"
अतउततम,अतउततम पदरथ यह
पदरथ,"पदरथ यह आपक, अतउततम पदरथ यह"
बनत,एव रषमकत बनत
रषमकत,"एव रषमकत बनत, मजबत एव रषमकत"
मजबत,"कश मजबत एव, मजबत एव रषमकत, आपक कश मजबत"
eyecream,"vitamin eyecream dark, eyecream dark patch, using vitamin eyecream"
release,"pressing brush release, release drop foam, brush release drop"
recentlythe,"gift nephew recentlythe, nephew recentlythe choice, recentlythe choice mamaearth"
expire,"expire date product, unable find expire, find expire date"
earthlove,opinion mama earthlove
unable,"product unable find, unable find expire, old product unable"
1plastic,"iti love 1plastic, love 1plastic le, 1plastic le packaging"
offeri,"offeri afraid deliver, get offeri afraid, buy get offeri"
nowbcz,"doesnt bother nowbcz, nowbcz mask moisturizes, bother nowbcz mask"
purchsing,"last month purchsing, purchsing third box, month purchsing third"
advises,"giving advises nothing, everyone giving advises, advises nothing working"
happinessit,"happinessit also used, balm review happinessit, review happinessit also"
हमर,"हत हमर बचच, हत हमर सकन, हमर बचच छट, 55 हत हमर, फर हत हमर"
छट,"छट बचच लए, रखत छट बचच, हमर बचच छट, बचच छट बचच, बनए रखत छट"
इस,"एक बर इस, हत इस सबन, इस सबन नचरल, इस जरर टरई, बर इस जरर"
surpirsed,"surpirsed using week, hope surpirsed using, oil hope surpirsed"
reviewhereso,"cream reviewhereso people, circle cream reviewhereso, reviewhereso people look"
rahti,"hydrate rahti hai, skin hydrate rahti, rahti hai lightweight"
jabardast,jabardast moisturizer hai
dusra,"product mera dusra, dusra dabbi hai, mera dusra dabbi"
dabbi,"dusra dabbi hai, mera dusra dabbi, dabbi hai totally"
sachme,"moisturizer hai sachme, sachme itna hydrate, hai sachme itna"
72,"ki 72 hour, hai ki 72, 72 hour tak"
decisioncause,"informed decisioncause also, make informed decisioncause, decisioncause also read"
intention,intention share experience
soothingmamas,"soothingmamas onion shampoo, nowit feel soothingmamas, feel soothingmamas onion"
qulaity,"plus skin qulaity, qulaity improved decided, skin qulaity improved"
skyrocketing,"skyrocketing product werent, market skyrocketing product, offline market skyrocketing"
valueable,"valueable either thankfully, werent valueable either, product werent valueable"
werent,"werent valueable either, product werent valueable, skyrocketing product werent"
troublesome,"troublesome started developing, became troublesome started, began became troublesome"
reviewin,"reviewin said face, wash reviewin said, face wash reviewin"
tbhit,"gave tryand tbhit, tryand tbhit helped, tbhit helped tanning"
hindiand,"hindiand got advertisement, benefit hindiand got, shampoo benefit hindiand"
nowquality,"impressed right nowquality, right nowquality quantity, nowquality quantity product"
pagestarted,"pagestarted using onion, advertisement mamaearth pagestarted, mamaearth pagestarted using"
smpoother,"smpoother dry scalpm, feel smpoother dry, hair feel smpoother"
scalpm,"scalpm big fan, smpoother dry scalpm, dry scalpm big"
27,"cream brought 27, 27 feb 2020, brought 27 feb"
jai,"shubhankar mishra jai, mishra jai hind"
army,"army personal time, much im army, im army personal"
hind,mishra jai hind
csm,"csm shubhankar mishra, best wish csm, wish csm shubhankar"
duty,"lotion attractive duty, attractive duty time, duty time help"
mishra,"csm shubhankar mishra, shubhankar mishra jai, mishra jai hind"
shubhankar,"csm shubhankar mishra, shubhankar mishra jai, wish csm shubhankar"
satarted,"specially satarted using, work specially satarted, satarted using firstly"
sevoir,"using control sevoir, control sevoir hairfall, sevoir hairfall week"
mattifying,"mattifying touch excess, seriously give mattifying, give mattifying touch"
glowingso,"make skin glowingso, glowingso yes winwin, skin glowingso yes"
breakoutsi,"creami got breakoutsi, breakoutsi started applying, got breakoutsi started"
requested,"requested order another, dark spot requested, spot requested order"
patle,"hi damage patle, damage patle ho, patle ho gye"
simultaneously,uv ray simultaneously
melaninit,"melaninit pump dispenser, control melaninit pump, spotsblemishes control melaninit"
cellsit,"damaged skin cellsit, skin cellsit suit, cellsit suit skin"
cmulberry,"extract vitamin cmulberry, vitamin cmulberry extract, cmulberry extract used"
honestthe,"review gonna honestthe, honestthe best dark, gonna honestthe best"
setisfied,"setisfied result bought, skin setisfied result, working skin setisfied"
lucknow,"lucknow often customer, run salon lucknow, salon lucknow often"
addictionbcz,"addictionbcz see result, much addictionbcz see, purchase much addictionbcz"
dayso,"2nd dayso tottaly, dayso tottaly gonna, every 2nd dayso"
candid,"mention using candid, using candid tv, candid tv medicated"
removedhoweverit,"removedhoweverit really softened, itching totally removedhoweverit, totally removedhoweverit really"
pairing,"pairing worked wonder, another brandthe pairing, brandthe pairing worked"
wouldi,"claim wouldi mention, hair claim wouldi, wouldi mention using"
brandthe,"tonic another brandthe, another brandthe pairing, brandthe pairing worked"
medicated,"medicated shampoo dry, candid tv medicated, tv medicated shampoo"
abdominal,"stubborn abdominal scar, reduce stubborn abdominal, abdominal scar appear"
nomark,"cream pregnancy nomark, nomark product employ, pregnancy nomark product"
hazardous,"doesnt include hazardous, include hazardous chemical, hazardous chemical pollutant"
niacinemide,"glowing niacinemide reduces, niacinemide reduces dark, brighter glowing niacinemide"
acars,"acars spot mark, regular use acars, use acars spot"
xylitol,"buy toothpaste xylitol, toothpaste xylitol break, xylitol break like"
sugar,"like sugar thus, sugar thus prevents, break like sugar"
methan,"wash suited methan, methan suggest mamaearth, suited methan suggest"
daisy,"mulberry extract daisy, extract daisy flower, daisy flower extract"
indicating,"growth forehead indicating, forehead indicating work, indicating work naturally"
bursh,"wash bursh gentle, face wash bursh, bursh gentle use"
damm,"product facewash damm, damm good looking, facewash damm good"
minutesand,"1520 minutesand give, minutesand give feel, hair 1520 minutesand"
resultslike,"visible resultslike patient, give visible resultslike, resultslike patient itand"
hairshair,"worked well hairshair, hairshair fall reduced, well hairshair fall"
shift,"shift reading various, job night shift, night shift reading"
nn,"nn silky easy, shiny nn silky, smooth shiny nn"
adapt,"adapt product people, bit skeptical adapt, skeptical adapt product"
vicks,"cold vicks vapour, vicks vapour rub, cough cold vicks"
wateredso,"strong eye wateredso, eye wateredso got, wateredso got thisthis"
blocked,"open blocked nose, thisthis open blocked, blocked nose easily"
eyesnow,"watering eyesnow sleep, eyesnow sleep properly, without watering eyesnow"
watering,"easily without watering, watering eyesnow sleep, without watering eyesnow"
impbut,"oiling impbut dont, impbut dont like"
oilthis,"hair oilthis grease, onion hair oilthis, oilthis grease muchand"
cam,"guess cam much, cam much take, hairfallso guess cam"
benefitsi,"many benefitsi coudnt, benefitsi coudnt stop, oil many benefitsi"
nicereduced,"even smell nicereduced, nicereduced hairfallso guess, smell nicereduced hairfallso"
scalpcuz,"oil scalpcuz feel, applying oil scalpcuz, scalpcuz feel greasyand"
isbut,"magical product isbut, isbut came throught, product isbut came"
throught,"throught mamearths oneand, came throught mamearths, isbut came throught"
scalpshiny,"root healthy scalpshiny, scalpshiny hair happy, healthy scalpshiny hair"
typethe,"oily skin typethe, typethe best thing, skin typethe best"
coveragethis,"coveragethis sun cream, provides full coveragethis, full coveragethis sun"
riskseriously,"riskseriously provides full, take riskseriously provides, something take riskseriously"
meemee,"pharmacy jj meemee, meemee wet wipe, meemee better jj, jj meemee wet, wiping meemee better"
worriedbcz,"hair birth worriedbcz, birth worriedbcz coudnt, worriedbcz coudnt even"
hairstyle,"single hairstyle hairso, hairstyle hairso read, made single hairstyle"
wfh,"wfh started covid, since wfh started"
shorter,"started getting shorter, getting shorter dark, shorter dark circle"
againlike,"buy againlike mehahahhahhai, againlike mehahahhahhai first, itlets buy againlike"
mehahahhahhai,"buy againlike mehahahhahhai, againlike mehahahhahhai first, mehahahhahhai first bought"
totly,"gonna say totly, totly worth itlets, say totly worth"
mosq,"full mosq bite, always full mosq, mosq bite infact"
frend,"brand frend ordered, frend ordered immediately, mamaearth brand frend"
energises,"onion oil energises, energises scalp replenishes, oil energises scalp"
replenishes,"replenishes lost nutrient, energises scalp replenishes, scalp replenishes lost"
article,"read article apple, article apple cider, solution read article"
probablybcz,"switch probablybcz best, probablybcz best meusing, gonna switch probablybcz"
dete,"kar dete use, dete use kar, bahut kar dete"
huwa,"huwa lakin bahut, 2days huwa lakin, kar 2days huwa"
sagte,"sagte best product, le sagte best, log le sagte"
haimera,"accha nhi haimera, nhi haimera face, haimera face aur"
mujhelekin,"mujhelekin vit ka, accha mujhelekin vit, jyda accha mujhelekin"
jovees,"toner jovees toner, ye toner jovees, jovees toner se"
jyda,"se jyda accha, toner se jyda, jyda accha mujhelekin"
usagemy,"usagemy dandruff problem, time usagemy dandruff, dandruffwithin time usagemy"
shinysoftsmoothit,"hair look shinysoftsmoothit, look shinysoftsmoothit nourish, shinysoftsmoothit nourish scalp"
curedmy,"dandruff problem curedmy, problem curedmy hair, curedmy hair look"
metrust,"metrust mamaearththank much, ittrust metrust mamaearththank, buy ittrust metrust"
dandruffwithin,"severe severe dandruffwithin, severe dandruffwithin time, dandruffwithin time usagemy"
dandruffjust,"scalp severe dandruffjust, dandruffjust believe buy, severe dandruffjust believe"
responsvility,"girlbut happiness responsvility, responsvility came alongso, happiness responsvility came"
seeand,"seeand hooked brand, wash seeand hooked, body wash seeand"
alongso,"came alongso many, alongso many option, responsvility came alongso"
productrecently,"productrecently became father, worth productrecently became, price worth productrecently"
girlbut,"beautiful girlbut happiness, father beautiful girlbut, girlbut happiness responsvility"
stone,"use pumic stone, stone get done, pumic stone get"
pumic,"use pumic stone, wear use pumic, pumic stone get"
repel,"repel pungent odor, kid used repel, used repel pungent"
alond,"alond shampoo amazing, extent mamaearth alond, mamaearth alond shampoo"
18yearold,18yearold daughter facing
pondicherry,"returning pondicherry noticed, pondicherry noticed skin"
goodnights,"goodnights sleep best, important baby goodnights, baby goodnights sleep"
highquality,"mamaearth maintained highquality, highquality baby care, maintained highquality baby"
automatically,"automatically also tea, magical attract automatically, attract automatically also"
heavythis,"hair long heavythis, heavythis hair growth, long heavythis hair"
perfectlyi,"care hair perfectlyi, perfectlyi wanted hair, hair perfectlyi wanted"
solvedin,"got solvedin month, situation got solvedin, solvedin month onlystill"
onlystill,"month onlystill gonna, solvedin month onlystill, onlystill gonna use"
oilmonth,"oilmonth agoand situation, fall solution oilmonth, solution oilmonth agoand"
worthyi,"worthyi give price, price worthyi give, creamand price worthyi"
experincing,experincing pigmentation problem
reducedlovely,"blemish reducedlovely result, pigmentation blemish reducedlovely, reducedlovely result skin"
yearsnothing,"yearsnothing workingbut best, problem last yearsnothing, last yearsnothing workingbut"
workingbut,"yearsnothing workingbut best, workingbut best pigmentation, last yearsnothing workingbut"
ake,"ake itchy wear, easy fabric ake, fabric ake itchy"
peeing,"hydrated peeing well, peeing well provides, baby hydrated peeing"
assures,"assures baby hydrated, know changed assures, changed assures baby"
naturale,"also naturale free, naturale free chemical, used also naturale"
glycerinefree,"soap glycerinefree natural, tree soap glycerinefree"
disturb,"suntan doesnt disturb, disturb skin moisture, doesnt disturb skin"
karta,"promote karta hai, ko promote karta, karta hai har"
ba,"hae ba price, best hae ba, ba price bahut"
sirf,"hae jo sirf, jo sirf nature, sirf nature ko"
tarh,"tarh se best, hai har tarh, har tarh se"
healting,"need healting tool, healting tool every, dont need healting"
yourselfare,"question yourselfare missing, made question yourselfare, yourselfare missing somethingand"
oila,"onion oila month, shampoo onion oila, oila month backand"
somethingand,"missing somethingand ordered, somethingand ordered shampoo, yourselfare missing somethingand"
dayvery,"every single dayvery, single dayvery nice, dayvery nice one"
hadnt,"backand knowif hadnt, knowif hadnt done, hadnt done thati"
knowif,"backand knowif hadnt, knowif hadnt done, month backand knowif"
dea,"ki aapne dea, aapne dea hwase, dea hwase ye"
hwase,"hwase ye mera, aapne dea hwase, dea hwase ye"
aai,"pasand aai filhal, bahut pasand aai, aai filhal dislike"
filhal,"pasand aai filhal, filhal dislike kuch, aai filhal dislike"
aapka,"aapka product bahut, thank mamaearth aapka, mamaearth aapka product"
kaffi,"acha kaffi ache, kaffi ache tarike, bahut acha kaffi"
tarike,"tarike se packed, kaffi ache tarike, ache tarike se"
nhii,dislike kuch nhii
bolder,"liner darker bolder, darker bolder eye, bolder eye friend"
energize,"help energize skin, energize skin yes, mask help energize"
ro0m,"away ro0m changing, ro0m changing weather, insect away ro0m"
survive,"hair survive crueltyhahahahbut, survive crueltyhahahahbut yes, strength hair survive"
carebcz,"rely hair carebcz, hair carebcz bad, carebcz bad habit"
crueltyhahahahbut,"hair survive crueltyhahahahbut, survive crueltyhahahahbut yes, crueltyhahahahbut yes helped"
throw,"throw tshirt amazing, would throw tshirt, decided would throw"
stained,"color stained tshirt, holi color stained, stained tshirt would"
exclusively,"make point exclusively, exclusively use chemicalfree, point exclusively use"
flooded,"market flooded harmfulchemical, flooded harmfulchemical saw, talc market flooded"
los,"los skin without, use los skin, got use los"
harmfulchemical,"market flooded harmfulchemical, flooded harmfulchemical saw, harmfulchemical saw dusting"
zadna,"zadna band ho, mere bal zadna, bal zadna band"
girte,"bahot girte jab, girte jab se, bal bahot girte"
tabse,"use kiya tabse, kiya tabse mere, tabse mere bal"
gayereally,"ho gayereally bahot, band ho gayereally, gayereally bahot accha"
gooddosent,"magically differentsmells gooddosent, differentsmells gooddosent feel, gooddosent feel greesyapplication"
aroundwhat,"carry aroundwhat want, easy carry aroundwhat, aroundwhat want work"
productacc,"productacc best onion, bit idea productacc, idea productacc best"
greesyapplication,"feel greesyapplication easyand, gooddosent feel greesyapplication, greesyapplication easyand easy"
amazingthank,"brush amazingthank mamaearth, face brush amazingthank"
brandproducts,"favourite unique brandproducts, brandproducts using vit, unique brandproducts using"
proband,"proband heard mamaearth, circle proband heard, dark circle proband"
nowhope,"nowhope gonna fade, le nowhope gonna, appeas le nowhope"
appeas,"appeas le nowhope, circle appeas le, dark circle appeas"
thingdoes,"one thingdoes mamaearth, questioning one thingdoes, thingdoes mamaearth dark"
realbut,"realbut reading review, work realbut reading, cream work realbut"
greatand,"thts greatand packaging, moisturizedand thts greatand, greatand packaging cute"
workeddark,"say really workeddark, really workeddark circle, workeddark circle reducedand"
monthsnowand,"thenand monthsnowand say, since thenand monthsnowand, monthsnowand say really"
questioning,"mamaearthmy mind questioning, questioning one thingdoes, mind questioning one"
thenand,"thenand monthsnowand say, since thenand monthsnowand, using since thenand"
moisturizedand,"moisturizedand thts greatand, feel hydrated moisturizedand, hydrated moisturizedand thts"
selection,"selection baby care, response selection baby, good response selection"
rootsthanks,product near rootsthanks
orally,"orally task gifted, giving baby orally, baby orally task"
thsi,"thsi mosquito bite, bite thsi mosquito, get bite thsi"
nowtbhthis,"last month nowtbhthis, nowtbhthis lifechanger mehair, month nowtbhthis lifechanger"
muchwhy,"timeand worried muchwhy, muchwhy growingso heard, worried muchwhy growingso"
lifechanger,"lifechanger mehair fall, nowtbhthis lifechanger mehair, month nowtbhthis lifechanger"
growingso,"muchwhy growingso heard, growingso heard onion, worried muchwhy growingso"
experienceand,"know people experienceand, experienceand enough convince, people experienceand enough"
